id_sample_to_clone,id_sample_to_compare,text
crema-d_1027_fear_IWWXX,crema-d_1027_fear_IWWXX,Don't forget a jacket.
crema-d_1027_fear_MTIXX,crema-d_1027_fear_MTIXX,I wonder what this is about.
crema-d_1027_fear_TAIXX,crema-d_1027_fear_TAIXX,The surface is slick.
crema-d_1027_fear_TIEXX,crema-d_1027_fear_TIEXX,We'll stop in a couple of minutes.
crema-d_1027_fear_TSIXX,crema-d_1027_fear_TSIXX,I think I have a doctor's appointment.
crema-d_1027_fear_WSIXX,crema-d_1027_fear_WSIXX,That is exactly what happened.
crema-d_1027_happiness_DFAXX,crema-d_1027_happiness_DFAXX,It's eleven o'clock.
crema-d_1027_happiness_IEOHI,crema-d_1027_happiness_IEOMD,I'm on my way to the meeting.
crema-d_1027_happiness_IEOLO,crema-d_1027_happiness_IEOMD,That is exactly what happened.
crema-d_1027_happiness_IEOMD,crema-d_1027_happiness_IEOMD,I think I have a doctor's appointment.
crema-d_1027_happiness_IOMXX,crema-d_1027_happiness_IOMXX,I think I've seen this before.
crema-d_1027_happiness_ITHXX,crema-d_1027_happiness_ITHXX,It's eleven o'clock.
crema-d_1027_happiness_ITSXX,crema-d_1027_happiness_ITSXX,That is exactly what happened.
crema-d_1027_happiness_IWLXX,crema-d_1027_happiness_IWLXX,I'm on my way to the meeting.
crema-d_1027_happiness_IWWXX,crema-d_1027_happiness_IWWXX,I think I've seen this before.
crema-d_1027_happiness_MTIXX,crema-d_1027_happiness_MTIXX,The surface is slick.
crema-d_1027_happiness_TAIXX,crema-d_1027_happiness_TAIXX,I would like a new alarm clock.
crema-d_1027_happiness_TIEXX,crema-d_1027_happiness_TIEXX,The surface is slick.
crema-d_1027_happiness_TSIXX,crema-d_1027_happiness_TSIXX,I think I have a doctor's appointment.
crema-d_1027_happiness_WSIXX,crema-d_1027_happiness_WSIXX,I think I have a doctor's appointment.
crema-d_1027_neutral_DFAXX,crema-d_1027_neutral_DFAXX,I think I've seen this before.
crema-d_1027_neutral_IEOXX,crema-d_1027_neutral_IEOXX,I would like a new alarm clock.
crema-d_1027_neutral_IOMXX,crema-d_1027_neutral_IOMXX,That is exactly what happened.
crema-d_1027_neutral_ITHXX,crema-d_1027_neutral_ITHXX,I wonder what this is about.
crema-d_1027_neutral_ITSXX,crema-d_1027_neutral_ITSXX,I'm on my way to the meeting.
crema-d_1027_neutral_IWLXX,crema-d_1027_neutral_IWLXX,I'm on my way to the meeting.
crema-d_1027_neutral_IWWXX,crema-d_1027_neutral_IWWXX,It's eleven o'clock.
crema-d_1027_neutral_MTIXX,crema-d_1027_neutral_MTIXX,The airplane is almost full.
crema-d_1027_neutral_TAIXX,crema-d_1027_neutral_TAIXX,I would like a new alarm clock.
crema-d_1027_neutral_TIEXX,crema-d_1027_neutral_TIEXX,Maybe tomorrow it will be cold.
crema-d_1027_neutral_TSIXX,crema-d_1027_neutral_TSIXX,I would like a new alarm clock.
crema-d_1027_neutral_WSIXX,crema-d_1027_neutral_WSIXX,The airplane is almost full.
crema-d_1027_sadness_DFAXX,crema-d_1027_sadness_DFAXX,I think I've seen this before.
crema-d_1027_sadness_IEOHI,crema-d_1027_sadness_IEOMD,I wonder what this is about.
crema-d_1027_sadness_IEOLO,crema-d_1027_sadness_IEOMD,That is exactly what happened.
crema-d_1027_sadness_IEOMD,crema-d_1027_sadness_IEOMD,I think I've seen this before.
crema-d_1027_sadness_IOMXX,crema-d_1027_sadness_IOMXX,The surface is slick.
crema-d_1027_sadness_ITHXX,crema-d_1027_sadness_ITHXX,I wonder what this is about.
crema-d_1027_sadness_ITSXX,crema-d_1027_sadness_ITSXX,Maybe tomorrow it will be cold.
crema-d_1027_sadness_IWLXX,crema-d_1027_sadness_IWLXX,We'll stop in a couple of minutes.
crema-d_1027_sadness_IWWXX,crema-d_1027_sadness_IWWXX,We'll stop in a couple of minutes.
crema-d_1027_sadness_MTIXX,crema-d_1027_sadness_MTIXX,That is exactly what happened.
crema-d_1027_sadness_TAIXX,crema-d_1027_sadness_TAIXX,I think I have a doctor's appointment.
crema-d_1027_sadness_TIEXX,crema-d_1027_sadness_TIEXX,We'll stop in a couple of minutes.
crema-d_1027_sadness_TSIXX,crema-d_1027_sadness_TSIXX,I'm on my way to the meeting.
crema-d_1027_sadness_WSIXX,crema-d_1027_sadness_WSIXX,That is exactly what happened.
crema-d_1028_anger_DFAXX,crema-d_1028_anger_DFAXX,That is exactly what happened.
crema-d_1028_anger_IEOHI,crema-d_1028_anger_IEOMD,We'll stop in a couple of minutes.
crema-d_1028_anger_IEOLO,crema-d_1028_anger_IEOMD,Don't forget a jacket.
crema-d_1028_anger_IEOMD,crema-d_1028_anger_IEOMD,I wonder what this is about.
crema-d_1028_anger_IOMXX,crema-d_1028_anger_IOMXX,I think I've seen this before.
crema-d_1028_anger_ITHXX,crema-d_1028_anger_ITHXX,The airplane is almost full.
crema-d_1028_anger_ITSXX,crema-d_1028_anger_ITSXX,Don't forget a jacket.
crema-d_1028_anger_IWLXX,crema-d_1028_anger_IWLXX,That is exactly what happened.
crema-d_1028_anger_IWWXX,crema-d_1028_anger_IWWXX,That is exactly what happened.
crema-d_1028_anger_MTIXX,crema-d_1028_anger_MTIXX,I wonder what this is about.
crema-d_1028_anger_TAIXX,crema-d_1028_anger_TAIXX,I think I've seen this before.
crema-d_1028_anger_TIEXX,crema-d_1028_anger_TIEXX,I would like a new alarm clock.
crema-d_1028_anger_TSIXX,crema-d_1028_anger_TSIXX,We'll stop in a couple of minutes.
crema-d_1028_anger_WSIXX,crema-d_1028_anger_WSIXX,I would like a new alarm clock.
crema-d_1028_disgust_DFAXX,crema-d_1028_disgust_DFAXX,I think I have a doctor's appointment.
crema-d_1028_disgust_IEOHI,crema-d_1028_disgust_IEOMD,The surface is slick.
crema-d_1028_disgust_IEOLO,crema-d_1028_disgust_IEOMD,I wonder what this is about.
crema-d_1028_disgust_IEOMD,crema-d_1028_disgust_IEOMD,I think I have a doctor's appointment.
crema-d_1028_disgust_IOMXX,crema-d_1028_disgust_IOMXX,We'll stop in a couple of minutes.
crema-d_1028_disgust_ITHXX,crema-d_1028_disgust_ITHXX,I would like a new alarm clock.
crema-d_1028_disgust_ITSXX,crema-d_1028_disgust_ITSXX,The surface is slick.
crema-d_1028_disgust_IWLXX,crema-d_1028_disgust_IWLXX,The surface is slick.
crema-d_1028_disgust_IWWXX,crema-d_1028_disgust_IWWXX,I would like a new alarm clock.
crema-d_1028_disgust_MTIXX,crema-d_1028_disgust_MTIXX,The airplane is almost full.
crema-d_1028_disgust_TAIXX,crema-d_1028_disgust_TAIXX,The surface is slick.
crema-d_1028_disgust_TIEXX,crema-d_1028_disgust_TIEXX,Don't forget a jacket.
crema-d_1028_disgust_TSIXX,crema-d_1028_disgust_TSIXX,It's eleven o'clock.
crema-d_1028_disgust_WSIXX,crema-d_1028_disgust_WSIXX,The surface is slick.
crema-d_1028_fear_DFAXX,crema-d_1028_fear_DFAXX,We'll stop in a couple of minutes.
crema-d_1028_fear_IEOHI,crema-d_1028_fear_IEOMD,Maybe tomorrow it will be cold.
crema-d_1028_fear_IEOLO,crema-d_1028_fear_IEOMD,I think I've seen this before.
crema-d_1028_fear_IEOMD,crema-d_1028_fear_IEOMD,I think I have a doctor's appointment.
crema-d_1028_fear_IOMXX,crema-d_1028_fear_IOMXX,I wonder what this is about.
crema-d_1028_fear_ITHXX,crema-d_1028_fear_ITHXX,We'll stop in a couple of minutes.
crema-d_1028_fear_ITSXX,crema-d_1028_fear_ITSXX,I would like a new alarm clock.
crema-d_1028_fear_IWLXX,crema-d_1028_fear_IWLXX,We'll stop in a couple of minutes.
crema-d_1028_fear_IWWXX,crema-d_1028_fear_IWWXX,I'm on my way to the meeting.
crema-d_1028_fear_MTIXX,crema-d_1028_fear_MTIXX,I would like a new alarm clock.
crema-d_1028_fear_TAIXX,crema-d_1028_fear_TAIXX,It's eleven o'clock.
crema-d_1028_fear_TIEXX,crema-d_1028_fear_TIEXX,The surface is slick.
crema-d_1028_fear_TSIXX,crema-d_1028_fear_TSIXX,I'm on my way to the meeting.
crema-d_1028_fear_WSIXX,crema-d_1028_fear_WSIXX,Maybe tomorrow it will be cold.
crema-d_1028_happiness_DFAXX,crema-d_1028_happiness_DFAXX,The airplane is almost full.
crema-d_1028_happiness_IEOHI,crema-d_1028_happiness_IEOMD,The surface is slick.
crema-d_1028_happiness_IEOLO,crema-d_1028_happiness_IEOMD,I would like a new alarm clock.
crema-d_1028_happiness_IEOMD,crema-d_1028_happiness_IEOMD,I think I have a doctor's appointment.
crema-d_1028_happiness_IOMXX,crema-d_1028_happiness_IOMXX,I wonder what this is about.
crema-d_1028_happiness_ITHXX,crema-d_1028_happiness_ITHXX,Maybe tomorrow it will be cold.
crema-d_1028_happiness_ITSXX,crema-d_1028_happiness_ITSXX,It's eleven o'clock.
crema-d_1028_happiness_IWLXX,crema-d_1028_happiness_IWLXX,The airplane is almost full.
crema-d_1028_happiness_IWWXX,crema-d_1028_happiness_IWWXX,It's eleven o'clock.
crema-d_1028_happiness_MTIXX,crema-d_1028_happiness_MTIXX,Don't forget a jacket.
crema-d_1028_happiness_TAIXX,crema-d_1028_happiness_TAIXX,The surface is slick.
crema-d_1028_happiness_TIEXX,crema-d_1028_happiness_TIEXX,I think I've seen this before.
crema-d_1028_happiness_TSIXX,crema-d_1028_happiness_TSIXX,I wonder what this is about.
crema-d_1028_happiness_WSIXX,crema-d_1028_happiness_WSIXX,That is exactly what happened.
crema-d_1028_neutral_DFAXX,crema-d_1028_neutral_DFAXX,It's eleven o'clock.
crema-d_1028_neutral_IEOXX,crema-d_1028_neutral_IEOXX,I wonder what this is about.
crema-d_1028_neutral_IOMXX,crema-d_1028_neutral_IOMXX,I wonder what this is about.
crema-d_1028_neutral_ITHXX,crema-d_1028_neutral_ITHXX,That is exactly what happened.
crema-d_1028_neutral_ITSXX,crema-d_1028_neutral_ITSXX,Maybe tomorrow it will be cold.
crema-d_1028_neutral_IWLXX,crema-d_1028_neutral_IWLXX,I'm on my way to the meeting.
crema-d_1028_neutral_IWWXX,crema-d_1028_neutral_IWWXX,I think I've seen this before.
crema-d_1028_neutral_MTIXX,crema-d_1028_neutral_MTIXX,The airplane is almost full.
crema-d_1028_neutral_TAIXX,crema-d_1028_neutral_TAIXX,Maybe tomorrow it will be cold.
crema-d_1028_neutral_TIEXX,crema-d_1028_neutral_TIEXX,It's eleven o'clock.
crema-d_1028_neutral_TSIXX,crema-d_1028_neutral_TSIXX,Don't forget a jacket.
crema-d_1028_neutral_WSIXX,crema-d_1028_neutral_WSIXX,The surface is slick.
crema-d_1028_sadness_DFAXX,crema-d_1028_sadness_DFAXX,I would like a new alarm clock.
crema-d_1028_sadness_IEOHI,crema-d_1028_sadness_IEOMD,I'm on my way to the meeting.
crema-d_1028_sadness_IEOLO,crema-d_1028_sadness_IEOMD,I would like a new alarm clock.
crema-d_1028_sadness_IEOMD,crema-d_1028_sadness_IEOMD,Don't forget a jacket.
crema-d_1028_sadness_IOMXX,crema-d_1028_sadness_IOMXX,It's eleven o'clock.
crema-d_1028_sadness_ITHXX,crema-d_1028_sadness_ITHXX,I wonder what this is about.
crema-d_1028_sadness_ITSXX,crema-d_1028_sadness_ITSXX,The surface is slick.
crema-d_1028_sadness_IWLXX,crema-d_1028_sadness_IWLXX,I think I've seen this before.
crema-d_1028_sadness_IWWXX,crema-d_1028_sadness_IWWXX,I would like a new alarm clock.
crema-d_1028_sadness_MTIXX,crema-d_1028_sadness_MTIXX,I wonder what this is about.
crema-d_1028_sadness_TAIXX,crema-d_1028_sadness_TAIXX,Don't forget a jacket.
crema-d_1028_sadness_TIEXX,crema-d_1028_sadness_TIEXX,The airplane is almost full.
crema-d_1028_sadness_TSIXX,crema-d_1028_sadness_TSIXX,We'll stop in a couple of minutes.
crema-d_1028_sadness_WSIXX,crema-d_1028_sadness_WSIXX,I would like a new alarm clock.
crema-d_1029_anger_DFAXX,crema-d_1029_anger_DFAXX,The surface is slick.
crema-d_1029_anger_IEOHI,crema-d_1029_anger_IEOMD,Maybe tomorrow it will be cold.
crema-d_1029_anger_IEOLO,crema-d_1029_anger_IEOMD,We'll stop in a couple of minutes.
crema-d_1029_anger_IEOMD,crema-d_1029_anger_IEOMD,Don't forget a jacket.
crema-d_1029_anger_IOMXX,crema-d_1029_anger_IOMXX,The surface is slick.
crema-d_1029_anger_ITHXX,crema-d_1029_anger_ITHXX,I would like a new alarm clock.
crema-d_1029_anger_ITSXX,crema-d_1029_anger_ITSXX,I'm on my way to the meeting.
crema-d_1029_anger_IWLXX,crema-d_1029_anger_IWLXX,Don't forget a jacket.
crema-d_1029_anger_IWWXX,crema-d_1029_anger_IWWXX,The airplane is almost full.
crema-d_1029_anger_MTIXX,crema-d_1029_anger_MTIXX,The surface is slick.
crema-d_1029_anger_TAIXX,crema-d_1029_anger_TAIXX,I'm on my way to the meeting.
crema-d_1029_anger_TIEXX,crema-d_1029_anger_TIEXX,Don't forget a jacket.
crema-d_1029_anger_TSIXX,crema-d_1029_anger_TSIXX,I would like a new alarm clock.
crema-d_1029_anger_WSIXX,crema-d_1029_anger_WSIXX,That is exactly what happened.
crema-d_1029_disgust_DFAXX,crema-d_1029_disgust_DFAXX,The airplane is almost full.
crema-d_1029_disgust_IEOHI,crema-d_1029_disgust_IEOMD,Don't forget a jacket.
crema-d_1029_disgust_IEOLO,crema-d_1029_disgust_IEOMD,The airplane is almost full.
crema-d_1029_disgust_IEOMD,crema-d_1029_disgust_IEOMD,Maybe tomorrow it will be cold.
crema-d_1029_disgust_IOMXX,crema-d_1029_disgust_IOMXX,Maybe tomorrow it will be cold.
crema-d_1029_disgust_ITHXX,crema-d_1029_disgust_ITHXX,I wonder what this is about.
crema-d_1029_disgust_ITSXX,crema-d_1029_disgust_ITSXX,The surface is slick.
crema-d_1029_disgust_IWLXX,crema-d_1029_disgust_IWLXX,The surface is slick.
crema-d_1029_disgust_IWWXX,crema-d_1029_disgust_IWWXX,The airplane is almost full.
crema-d_1029_disgust_MTIXX,crema-d_1029_disgust_MTIXX,I would like a new alarm clock.
crema-d_1029_disgust_TAIXX,crema-d_1029_disgust_TAIXX,We'll stop in a couple of minutes.
crema-d_1029_disgust_TIEXX,crema-d_1029_disgust_TIEXX,Don't forget a jacket.
crema-d_1029_disgust_TSIXX,crema-d_1029_disgust_TSIXX,I would like a new alarm clock.
crema-d_1029_disgust_WSIXX,crema-d_1029_disgust_WSIXX,I'm on my way to the meeting.
crema-d_1029_fear_DFAXX,crema-d_1029_fear_DFAXX,Maybe tomorrow it will be cold.
crema-d_1029_fear_IEOHI,crema-d_1029_fear_IEOMD,I'm on my way to the meeting.
crema-d_1029_fear_IEOLO,crema-d_1029_fear_IEOMD,I would like a new alarm clock.
crema-d_1029_fear_IEOMD,crema-d_1029_fear_IEOMD,I'm on my way to the meeting.
crema-d_1029_fear_IOMXX,crema-d_1029_fear_IOMXX,That is exactly what happened.
crema-d_1029_fear_ITHXX,crema-d_1029_fear_ITHXX,It's eleven o'clock.
crema-d_1029_fear_ITSXX,crema-d_1029_fear_ITSXX,The surface is slick.
crema-d_1029_fear_IWLXX,crema-d_1029_fear_IWLXX,I wonder what this is about.
crema-d_1029_fear_IWWXX,crema-d_1029_fear_IWWXX,The airplane is almost full.
crema-d_1029_fear_MTIXX,crema-d_1029_fear_MTIXX,I wonder what this is about.
crema-d_1029_fear_TAIXX,crema-d_1029_fear_TAIXX,I would like a new alarm clock.
crema-d_1029_fear_TIEXX,crema-d_1029_fear_TIEXX,The surface is slick.
crema-d_1029_fear_TSIXX,crema-d_1029_fear_TSIXX,Don't forget a jacket.
crema-d_1029_fear_WSIXX,crema-d_1029_fear_WSIXX,I think I've seen this before.
crema-d_1029_happiness_DFAXX,crema-d_1029_happiness_DFAXX,It's eleven o'clock.
crema-d_1029_happiness_IEOHI,crema-d_1029_happiness_IEOMD,The airplane is almost full.
crema-d_1029_happiness_IEOLO,crema-d_1029_happiness_IEOMD,I think I have a doctor's appointment.
crema-d_1029_happiness_IEOMD,crema-d_1029_happiness_IEOMD,I think I've seen this before.
crema-d_1029_happiness_IOMXX,crema-d_1029_happiness_IOMXX,I think I have a doctor's appointment.
crema-d_1029_happiness_ITHXX,crema-d_1029_happiness_ITHXX,I think I've seen this before.
crema-d_1029_happiness_ITSXX,crema-d_1029_happiness_ITSXX,I think I have a doctor's appointment.
crema-d_1029_happiness_IWLXX,crema-d_1029_happiness_IWLXX,I'm on my way to the meeting.
crema-d_1029_happiness_IWWXX,crema-d_1029_happiness_IWWXX,It's eleven o'clock.
crema-d_1029_happiness_MTIXX,crema-d_1029_happiness_MTIXX,We'll stop in a couple of minutes.
crema-d_1029_happiness_TAIXX,crema-d_1029_happiness_TAIXX,I think I have a doctor's appointment.
crema-d_1029_happiness_TIEXX,crema-d_1029_happiness_TIEXX,I wonder what this is about.
crema-d_1029_happiness_TSIXX,crema-d_1029_happiness_TSIXX,I think I have a doctor's appointment.
crema-d_1029_happiness_WSIXX,crema-d_1029_happiness_WSIXX,I think I've seen this before.
crema-d_1029_neutral_DFAXX,crema-d_1029_neutral_DFAXX,Maybe tomorrow it will be cold.
crema-d_1029_neutral_IEOXX,crema-d_1029_neutral_IEOXX,We'll stop in a couple of minutes.
crema-d_1029_neutral_IOMXX,crema-d_1029_neutral_IOMXX,I think I've seen this before.
crema-d_1029_neutral_ITHXX,crema-d_1029_neutral_ITHXX,That is exactly what happened.
crema-d_1029_neutral_ITSXX,crema-d_1029_neutral_ITSXX,The surface is slick.
crema-d_1029_neutral_IWLXX,crema-d_1029_neutral_IWLXX,Don't forget a jacket.
crema-d_1029_neutral_IWWXX,crema-d_1029_neutral_IWWXX,That is exactly what happened.
crema-d_1029_neutral_MTIXX,crema-d_1029_neutral_MTIXX,The airplane is almost full.
crema-d_1029_neutral_TAIXX,crema-d_1029_neutral_TAIXX,I think I have a doctor's appointment.
crema-d_1029_neutral_TIEXX,crema-d_1029_neutral_TIEXX,I wonder what this is about.
crema-d_1029_neutral_TSIXX,crema-d_1029_neutral_TSIXX,Maybe tomorrow it will be cold.
crema-d_1029_neutral_WSIXX,crema-d_1029_neutral_WSIXX,I'm on my way to the meeting.
crema-d_1029_sadness_DFAXX,crema-d_1029_sadness_DFAXX,That is exactly what happened.
crema-d_1029_sadness_IEOHI,crema-d_1029_sadness_IEOMD,I'm on my way to the meeting.
crema-d_1029_sadness_IEOLO,crema-d_1029_sadness_IEOMD,Maybe tomorrow it will be cold.
crema-d_1029_sadness_IEOMD,crema-d_1029_sadness_IEOMD,I wonder what this is about.
crema-d_1029_sadness_IOMXX,crema-d_1029_sadness_IOMXX,That is exactly what happened.
crema-d_1029_sadness_ITHXX,crema-d_1029_sadness_ITHXX,The airplane is almost full.
crema-d_1029_sadness_ITSXX,crema-d_1029_sadness_ITSXX,I would like a new alarm clock.
crema-d_1029_sadness_IWLXX,crema-d_1029_sadness_IWLXX,We'll stop in a couple of minutes.
crema-d_1029_sadness_IWWXX,crema-d_1029_sadness_IWWXX,The surface is slick.
crema-d_1029_sadness_MTIXX,crema-d_1029_sadness_MTIXX,I think I've seen this before.
crema-d_1029_sadness_TAIXX,crema-d_1029_sadness_TAIXX,I think I've seen this before.
crema-d_1029_sadness_TIEXX,crema-d_1029_sadness_TIEXX,Don't forget a jacket.
crema-d_1029_sadness_TSIXX,crema-d_1029_sadness_TSIXX,Maybe tomorrow it will be cold.
crema-d_1029_sadness_WSIXX,crema-d_1029_sadness_WSIXX,I would like a new alarm clock.
crema-d_1030_anger_DFAXX,crema-d_1030_anger_DFAXX,It's eleven o'clock.
crema-d_1030_anger_IEOHI,crema-d_1030_anger_IEOMD,I think I've seen this before.
crema-d_1030_anger_IEOLO,crema-d_1030_anger_IEOMD,Don't forget a jacket.
crema-d_1030_anger_IEOMD,crema-d_1030_anger_IEOMD,I wonder what this is about.
crema-d_1030_anger_IOMXX,crema-d_1030_anger_IOMXX,The surface is slick.
crema-d_1030_anger_ITHXX,crema-d_1030_anger_ITHXX,It's eleven o'clock.
crema-d_1030_anger_ITSXX,crema-d_1030_anger_ITSXX,I think I have a doctor's appointment.
crema-d_1030_anger_IWLXX,crema-d_1030_anger_IWLXX,I wonder what this is about.
crema-d_1030_anger_IWWXX,crema-d_1030_anger_IWWXX,I think I've seen this before.
crema-d_1030_anger_MTIXX,crema-d_1030_anger_MTIXX,I'm on my way to the meeting.
crema-d_1030_anger_TAIXX,crema-d_1030_anger_TAIXX,I would like a new alarm clock.
crema-d_1030_anger_TIEXX,crema-d_1030_anger_TIEXX,I'm on my way to the meeting.
crema-d_1030_anger_TSIXX,crema-d_1030_anger_TSIXX,I'm on my way to the meeting.
crema-d_1030_anger_WSIXX,crema-d_1030_anger_WSIXX,I think I have a doctor's appointment.
crema-d_1030_disgust_DFAXX,crema-d_1030_disgust_DFAXX,That is exactly what happened.
crema-d_1030_disgust_IEOHI,crema-d_1030_disgust_IEOMD,The airplane is almost full.
crema-d_1030_disgust_IEOLO,crema-d_1030_disgust_IEOMD,We'll stop in a couple of minutes.
crema-d_1030_disgust_IEOMD,crema-d_1030_disgust_IEOMD,That is exactly what happened.
crema-d_1030_disgust_IOMXX,crema-d_1030_disgust_IOMXX,We'll stop in a couple of minutes.
crema-d_1030_disgust_ITHXX,crema-d_1030_disgust_ITHXX,It's eleven o'clock.
crema-d_1030_disgust_ITSXX,crema-d_1030_disgust_ITSXX,The surface is slick.
crema-d_1030_disgust_IWLXX,crema-d_1030_disgust_IWLXX,I think I've seen this before.
crema-d_1030_disgust_IWWXX,crema-d_1030_disgust_IWWXX,I think I've seen this before.
crema-d_1030_disgust_MTIXX,crema-d_1030_disgust_MTIXX,It's eleven o'clock.
crema-d_1030_disgust_TAIXX,crema-d_1030_disgust_TAIXX,Don't forget a jacket.
crema-d_1030_disgust_TIEXX,crema-d_1030_disgust_TIEXX,I think I have a doctor's appointment.
crema-d_1030_disgust_TSIXX,crema-d_1030_disgust_TSIXX,That is exactly what happened.
crema-d_1030_disgust_WSIXX,crema-d_1030_disgust_WSIXX,It's eleven o'clock.
crema-d_1030_fear_DFAXX,crema-d_1030_fear_DFAXX,I think I have a doctor's appointment.
crema-d_1030_fear_IEOHI,crema-d_1030_fear_IEOMD,Don't forget a jacket.
crema-d_1030_fear_IEOLO,crema-d_1030_fear_IEOMD,Don't forget a jacket.
crema-d_1030_fear_IEOMD,crema-d_1030_fear_IEOMD,The airplane is almost full.
crema-d_1030_fear_IOMXX,crema-d_1030_fear_IOMXX,I wonder what this is about.
crema-d_1030_fear_ITHXX,crema-d_1030_fear_ITHXX,I would like a new alarm clock.
crema-d_1030_fear_ITSXX,crema-d_1030_fear_ITSXX,The surface is slick.
crema-d_1030_fear_IWLXX,crema-d_1030_fear_IWLXX,Maybe tomorrow it will be cold.
crema-d_1030_fear_IWWXX,crema-d_1030_fear_IWWXX,I think I have a doctor's appointment.
crema-d_1030_fear_MTIXX,crema-d_1030_fear_MTIXX,I'm on my way to the meeting.
crema-d_1030_fear_TAIXX,crema-d_1030_fear_TAIXX,We'll stop in a couple of minutes.
crema-d_1030_fear_TIEXX,crema-d_1030_fear_TIEXX,It's eleven o'clock.
